id,created_at,source,original_text,clean_text,sentiment,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,possibly_sensitive,hashtags,user_mentions,place,place_coord_boundaries
1187625294112403456,Fri Oct 25 07:01:49 +0000 2019,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",Check #gold on #ebay &gt;&gt; https://t.co/ZI5iaVeMM0 || Gold prices remain unchanged - The News International… https://t.co/Ds1vpe88AC,Check gold ebay gt gt https //t.co/ZI5iaVeMM0 || Gold prices remain unchanged The News International… https //t.co/Ds1vpe88AC,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,Gold__Money,False,"gold, ebay",,United States,
1187625289452605440,Fri Oct 25 07:01:48 +0000 2019,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",Check #gold on #ebay &gt;&gt; https://t.co/ZI5iaVeMM0 || Gold Price Forecast - Gold Markets Break Triangle - FX Empire… https://t.co/Y1Z7tvdcnJ,Check gold ebay gt gt https //t.co/ZI5iaVeMM0 || Gold Price Forecast Gold Markets Break Triangle FX Empire… https //t.co/Y1Z7tvdcnJ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,Gold__Money,False,"gold, ebay",,United States,
1187620248792387584,Fri Oct 25 06:41:46 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Dhanteras 2K19: Gold Prices Edge Lower, Silver Rates Jump
Read more: https://t.co/yQWjV0zOsO

#latestnews… https://t.co/WyBWQR3Jps",Dhanteras 2K19 Gold Prices Edge Lower Silver Rates Jump Read https //t.co/yQWjV0zOsO latestnews… https //t.co/WyBWQR3Jps,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,TheEquityPandit,False,latestnews,,India,
1187609744275582976,Fri Oct 25 06:00:02 +0000 2019,"<a href=""https://www.edelmetaalrichard.be"" rel=""nofollow"">Edelmetaal Richard</a>","You sell / you buy

Gold bar 1 kg: €43.234,43 / €43.820,84
Krugerrand 1 oz: €1.312,09 / €1.376,65
Silver coins mons… https://t.co/V7K2LJFIAk","You sell buy Gold bar 1 kg €43.234,43 €43.820,84 Krugerrand 1 oz €1.312,09 €1.376,65 Silver coins mons… https //t.co/V7K2LJFIAk","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,richard_belgium,False,,,Belgium,
1187601784296132608,Fri Oct 25 05:28:24 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Gold, the Shining Star Among Commodities

Read more: https://t.co/2wTyHstTey

#GOLD #GLD #SLV #GDX #NUGT #DUST… https://t.co/PmiiJgVdov",Gold Shining Star Among Commodities Read https //t.co/2wTyHstTey GOLD GLD SLV GDX NUGT DUST… https //t.co/PmiiJgVdov,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,CrudeOilUpdates,False,"GOLD, GLD, SLV, GDX, NUGT, DUST",,,
1187601493370855425,Fri Oct 25 05:27:15 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Gold, the Shining Star Among Commodities

Read more: https://t.co/yrwYMZGFO3

#GOLD #GLD #SLV #GDX #NUGT #DUST… https://t.co/Oc2z4UktjZ",Gold Shining Star Among Commodities Read https //t.co/yrwYMZGFO3 GOLD GLD SLV GDX NUGT DUST… https //t.co/Oc2z4UktjZ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,Bitcoin_Alerts,False,"GOLD, GLD, SLV, GDX, NUGT, DUST",,,
1187600608104202240,Fri Oct 25 05:23:44 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Gold, the Shining Star Among Commodities

Read more: https://t.co/h7fgKIWEcA

#GOLD #GLD #SLV #GDX #NUGT #DUST… https://t.co/LJzd73zcpi",Gold Shining Star Among Commodities Read https //t.co/h7fgKIWEcA GOLD GLD SLV GDX NUGT DUST… https //t.co/LJzd73zcpi,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,Gold_Silver_SP,False,"GOLD, GLD, SLV, GDX, NUGT, DUST",,,
1187590142665445377,Fri Oct 25 04:42:09 +0000 2019,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","24 and 22 Carat Gold Rates Today ...
Watch Here&gt;&gt;https://t.co/UX3Vk7ASvf

#hmtv #GoldPriceToday #GoldPrice… https://t.co/C0uDhTCdfj",24 22 Carat Gold Rates Today ... Watch Here gt gt https //t.co/UX3Vk7ASvf hmtv GoldPriceToday GoldPrice… https //t.co/C0uDhTCdfj,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,hmtvlive,False,"hmtv, GoldPriceToday, GoldPrice",,Hyderabad,
1187571457464909824,Fri Oct 25 03:27:54 +0000 2019,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","Good monsoon, weak #Rupee and higher #taxes to keep precious metal prices on higher side. #Gold #GoldPrice… https://t.co/rmXOK5RYMC",Good monsoon weak Rupee higher taxes keep precious metal prices higher side Gold GoldPrice… https //t.co/rmXOK5RYMC,"Sentiment(polarity=0.265, subjectivity=0.645)",0.265,0.645,en,0,0,OutlookMoney,False,"Rupee, taxes, Gold, GoldPrice",,India,
1187570079002578950,Fri Oct 25 03:22:25 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Gold is Under-Owned: this week, we look at the threat of crypto currencies to governments, the downside of high… https://t.co/k6rvnActYp",Gold Under-Owned week look threat crypto currencies governments downside high… https //t.co/k6rvnActYp,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,2,1,ABCBullion,False,,,Australia Wide,
1187536008516124673,Fri Oct 25 01:07:02 +0000 2019,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","Gold price at $1,500 level has many, many supports - Credit Suisse https://t.co/5Nt9rZF5Jw #gold #goldprice https://t.co/zueoQW3sPp","Gold price 1,500 level many many supports Credit Suisse https //t.co/5Nt9rZF5Jw gold goldprice https //t.co/zueoQW3sPp","Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,en,0,0,EmgoldMining,False,"gold, goldprice",,"Vancouver, British Columbia",
1187524240825667584,Fri Oct 25 00:20:16 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Comparison of #GoldPrice and #Nifty over the years https://t.co/c4p5wuV9JS,Comparison GoldPrice Nifty years https //t.co/c4p5wuV9JS,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,bemoneyaware,False,"GoldPrice, Nifty",,India,
1187522346766209024,Fri Oct 25 00:12:45 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#Gold, #silver, #copper, #platinum and #palladium all breaking higher 

#goldprice is in a narrow side ways channel… https://t.co/1qNoUDBc8r",Gold silver copper platinum palladium breaking higher goldprice narrow side ways channel… https //t.co/1qNoUDBc8r,"Sentiment(polarity=0.024999999999999994, subjectivity=0.45)",0.024999999999999994,0.45,en,0,0,Tahoe_Gold,False,"Gold, silver, copper, platinum, palladium, goldprice",,global,
1187520890071707648,Fri Oct 25 00:06:57 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Meaning of terms associated with #Gold: Karat, Hallmark, Making Charges, Wastage Charges, #goldprice 
Carat is asso… https://t.co/ksFNTtoDoE",Meaning terms associated Gold Karat Hallmark Making Charges Wastage Charges goldprice Carat asso… https //t.co/ksFNTtoDoE,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,bemoneyaware,False,"Gold, goldprice",,India,
1187478553279029249,Thu Oct 24 21:18:44 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @bullionbypost: On This Day – October 24th, 2008: The stock markets crashed on “Bloody Friday”. Stock indices dropped by 10%, and began…",RT bullionbypost On This Day – October 24th 2008 The stock markets crashed “ Bloody Friday ” Stock indices dropped 10 began…,"Sentiment(polarity=-0.8, subjectivity=0.9)",-0.8,0.9,en,0,2,CordeiroRick,,,bullionbypost,"TORONTO, CANADA",
1187477607777857540,Thu Oct 24 21:14:58 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Prices of #gold went up by Rs 75 to Rs 38,945 per 10 gram in the national capital helped by a rise in festive deman… https://t.co/sKAxDQvrd5","Prices gold went Rs 75 Rs 38,945 per 10 gram national capital helped rise festive deman… https //t.co/sKAxDQvrd5","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,RatnakarKrishn1,False,gold,,भारत 🇮🇳,
1187463782945247232,Thu Oct 24 20:20:02 +0000 2019,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","The gold price could rise to $2,000 according to analysts https://t.co/5bjWAvr4YU #Gold #goldprice https://t.co/CyVIOqVZ4t","The gold price could rise 2,000 according analysts https //t.co/5bjWAvr4YU Gold goldprice https //t.co/CyVIOqVZ4t","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,EmgoldMining,False,"Gold, goldprice",,"Vancouver, British Columbia",
1187458791387910144,Thu Oct 24 20:00:12 +0000 2019,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @bullionbypost: On This Day – October 24th, 2008: The stock markets crashed on “Bloody Friday”. Stock indices dropped by 10%, and began…",RT bullionbypost On This Day – October 24th 2008 The stock markets crashed “ Bloody Friday ” Stock indices dropped 10 began…,"Sentiment(polarity=-0.8, subjectivity=0.9)",-0.8,0.9,en,0,2,simpson117,,,bullionbypost,Stratford upon Avon,
1187454912151609345,Thu Oct 24 19:44:47 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",GOLD &amp; OIL are hitting the bulls !!! Woah #goldprice #BRENT,GOLD amp OIL hitting bulls Woah goldprice BRENT,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,1,0,SafaAlBuraiki,,"goldprice, BRENT",,,
1187451820341374977,Thu Oct 24 19:32:30 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @HardAssetsAll: I’ve invested in #gold for decades and have been in this industry for well over 10 years. During that time, I heard many…",RT HardAssetsAll I ’ invested gold decades industry well 10 years During time I heard many…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,1,AlagieJaiteh8,,gold,HardAssetsAll,,
1187430060082548737,Thu Oct 24 18:06:02 +0000 2019,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",RERUN: Why gold prices are about to skyrocket 50% higher https://t.co/dJz14l1sSv #goldprice https://t.co/mNUKaH4xKe,RERUN Why gold prices skyrocket 50 higher https //t.co/dJz14l1sSv goldprice https //t.co/mNUKaH4xKe,"Sentiment(polarity=0.25, subjectivity=0.5)",0.25,0.5,en,0,0,EmgoldMining,False,goldprice,,"Vancouver, British Columbia",
1187427642934484993,Thu Oct 24 17:56:26 +0000 2019,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",Check #gold on #ebay &gt;&gt; https://t.co/ZI5iaVeMM0 || Gold Price Futures (GC) Technical Analysis – Could Be Building S… https://t.co/4WoGNp5RhD,Check gold ebay gt gt https //t.co/ZI5iaVeMM0 || Gold Price Futures GC Technical Analysis – Could Be Building S… https //t.co/4WoGNp5RhD,"Sentiment(polarity=0.0, subjectivity=0.1)",0.0,0.1,en,0,0,Gold__Money,False,"gold, ebay",,United States,
1187406092881596416,Thu Oct 24 16:30:48 +0000 2019,"<a href=""https://coschedule.com"" rel=""nofollow"">CoSchedule</a>","Drilling AU33 Gold Project, DIOS Hits Large Mineralized Breccia https://t.co/PHaloRUzSc #ResourceNews #GoldNews #DIOSExploration",Drilling AU33 Gold Project DIOS Hits Large Mineralized Breccia https //t.co/PHaloRUzSc ResourceNews GoldNews DIOSExploration,"Sentiment(polarity=0.21428571428571427, subjectivity=0.42857142857142855)",0.21428571428571427,0.42857142857142855,en,1,0,INN_Gold,False,"ResourceNews, GoldNews, DIOSExploration",,"Vancouver, BC",
1187401965099241473,Thu Oct 24 16:14:23 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @GoldPriceUSD10: The spot #gold price from @BullionVault has gone up through $1,500/toz to $1,500.62/toz. #goldprice chart: https://t.co…","RT GoldPriceUSD10 The spot gold price BullionVault gone 1,500/toz 1,500.62/toz goldprice chart https //t.co…","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,1,TommyBrownIII1,,"gold, goldprice","GoldPriceUSD10, bullionvault",,
1187401949223800833,Thu Oct 24 16:14:20 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @GoldPriceUSD5: The spot #gold price from @BullionVault has gone up through $1,500/toz to $1,500.62/toz. #goldprice chart: https://t.co/…","RT GoldPriceUSD5 The spot gold price BullionVault gone 1,500/toz 1,500.62/toz goldprice chart https //t.co/…","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,1,TommyBrownIII1,,"gold, goldprice","GoldPriceUSD5, bullionvault",,
1187401170236641281,Thu Oct 24 16:11:14 +0000 2019,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",Check #gold on #ebay &gt;&gt; https://t.co/ZI5iaVeMM0 || Gold prices holding above $1500 following positive U.S. flash PM… https://t.co/ULoHrZ5ViU,Check gold ebay gt gt https //t.co/ZI5iaVeMM0 || Gold prices holding 1500 following positive U.S. flash PM… https //t.co/ULoHrZ5ViU,"Sentiment(polarity=0.11363636363636363, subjectivity=0.3227272727272727)",0.11363636363636363,0.3227272727272727,en,0,0,Gold__Money,False,"gold, ebay",,United States,
1187399892651646976,Thu Oct 24 16:06:09 +0000 2019,"<a href=""http://bitcoinagile.com"" rel=""nofollow"">bitcoinagile</a>","Gold Price Smashes Through $1,500: 2 Reasons Why #globalcoin #facebook #crypto #GoldPrice #UnitedStates… https://t.co/xi5q9XI6uk","Gold Price Smashes Through 1,500 2 Reasons Why globalcoin facebook crypto GoldPrice UnitedStates… https //t.co/xi5q9XI6uk","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,bitcoinagile,False,"globalcoin, facebook, crypto, GoldPrice, UnitedStates",,Matter Doesn't Matter,
1187397681724846080,Thu Oct 24 15:57:22 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Taminominerals: Let the drilling begin $tino #reorganization #pennystocks #otcmarkets #halftime #goldprice #goldstocks #goldmining,RT Taminominerals Let drilling begin tino reorganization pennystocks otcmarkets halftime goldprice goldstocks goldmining,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,4,StocksSummit,,"reorganization, pennystocks, otcmarkets, halftime, goldprice, goldstocks, goldmining",Taminominerals,,
1187397392082993152,Thu Oct 24 15:56:13 +0000 2019,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Gold Price Smashes Through $1,500: 2 Reasons Why https://t.co/ij3McjzaaK #GoldPrice #UnitedStates https://t.co/p7b6HuSNFg","Gold Price Smashes Through 1,500 2 Reasons Why https //t.co/ij3McjzaaK GoldPrice UnitedStates https //t.co/p7b6HuSNFg","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,erich_strasser,False,"GoldPrice, UnitedStates",,Österreich,
1187394867476910080,Thu Oct 24 15:46:11 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Taminominerals: Let the drilling begin $tino #reorganization #pennystocks #otcmarkets #halftime #goldprice #goldstocks #goldmining,RT Taminominerals Let drilling begin tino reorganization pennystocks otcmarkets halftime goldprice goldstocks goldmining,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,4,Brandon555577,,"reorganization, pennystocks, otcmarkets, halftime, goldprice, goldstocks, goldmining",Taminominerals,US,
1187392798338756610,Thu Oct 24 15:37:58 +0000 2019,"<a href=""https://coschedule.com"" rel=""nofollow"">CoSchedule</a>","Drilling AU33 Gold Project, DIOS Hits Large Mineralized Breccia https://t.co/RsP2q8aVFK #ResourceNews #GoldNews #DIOSExploration",Drilling AU33 Gold Project DIOS Hits Large Mineralized Breccia https //t.co/RsP2q8aVFK ResourceNews GoldNews DIOSExploration,"Sentiment(polarity=0.21428571428571427, subjectivity=0.42857142857142855)",0.21428571428571427,0.42857142857142855,en,0,0,INN_Resource,False,"ResourceNews, GoldNews, DIOSExploration",,"Vancouver, BC",
1187390928308318213,Thu Oct 24 15:30:32 +0000 2019,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Gold Price Forecast – The Next Buying Opportunity https://t.co/NClglSU6f7 #Gold #goldprice https://t.co/sKrmTXo8wG,Gold Price Forecast – The Next Buying Opportunity https //t.co/NClglSU6f7 Gold goldprice https //t.co/sKrmTXo8wG,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,qpmcorp,False,"Gold, goldprice",,Montreal,
1187382495605673986,Thu Oct 24 14:57:02 +0000 2019,"<a href=""http://www.bullionvault.com"" rel=""nofollow"">BullionVault</a>","The spot #gold price from @BullionVault has gone up through £1,170/toz to £1,170.10/toz. #goldprice chart:… https://t.co/znoEMkuYPw","The spot gold price BullionVault gone £1,170/toz £1,170.10/toz goldprice chart … https //t.co/znoEMkuYPw","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,GoldPriceGBP10,False,"gold, goldprice",bullionvault,,
1187377252616589313,Thu Oct 24 14:36:12 +0000 2019,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",Check #gold on #ebay &gt;&gt; https://t.co/ZI5iaVeMM0 || Gold prices push above $1500 on chart-based buying - Kitco News… https://t.co/tPIj7c8uAu,Check gold ebay gt gt https //t.co/ZI5iaVeMM0 || Gold prices push 1500 chart-based buying Kitco News… https //t.co/tPIj7c8uAu,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,Gold__Money,False,"gold, ebay",,United States,
1187372021690372096,Thu Oct 24 14:15:24 +0000 2019,"<a href=""http://www.bullionvault.com"" rel=""nofollow"">BullionVault</a>","The spot #gold price from @BullionVault has gone up through €1,350/toz to €1,350.33/toz. #goldprice chart:… https://t.co/9YieQNhOn7","The spot gold price BullionVault gone €1,350/toz €1,350.33/toz goldprice chart … https //t.co/9YieQNhOn7","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,GoldPriceEUR10,False,"gold, goldprice",bullionvault,,
1187367315467313153,Thu Oct 24 13:56:42 +0000 2019,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",Check #gold on #ebay &gt;&gt; https://t.co/ZI5iaVeMM0 || Gold prices unchanged after ECB leaves interest rates unchanged… https://t.co/AmKc1n9DOQ,Check gold ebay gt gt https //t.co/ZI5iaVeMM0 || Gold prices unchanged ECB leaves interest rates unchanged… https //t.co/AmKc1n9DOQ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,Gold__Money,False,"gold, ebay",,United States,
1187362749225095168,Thu Oct 24 13:38:34 +0000 2019,"<a href=""http://www.bullionvault.com"" rel=""nofollow"">BullionVault</a>","The spot #gold price from @BullionVault has gone up through $1,500/toz to $1,500.62/toz. #goldprice chart:… https://t.co/f5NqDdjTn9","The spot gold price BullionVault gone 1,500/toz 1,500.62/toz goldprice chart … https //t.co/f5NqDdjTn9","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,1,1,GoldPriceUSD10,False,"gold, goldprice",bullionvault,,
1187361634278428672,Thu Oct 24 13:34:08 +0000 2019,"<a href=""http://www.bullionvault.com"" rel=""nofollow"">BullionVault</a>","The spot #gold price from @BullionVault has gone up through €1,345/toz to €1,345.89/toz. #goldprice chart:… https://t.co/SHqbhOanlv","The spot gold price BullionVault gone €1,345/toz €1,345.89/toz goldprice chart … https //t.co/SHqbhOanlv","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,GoldPriceEUR5,False,"gold, goldprice",bullionvault,,
1187358888795889669,Thu Oct 24 13:23:13 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @ABCBullion: Why Conventional Monetary Policy Isn't Turning the Clock Back: ABC Bullion Global General Manager Nick Frappell discussed g…,RT ABCBullion Why Conventional Monetary Policy Is n't Turning Clock Back ABC Bullion Global General Manager Nick Frappell discussed g…,"Sentiment(polarity=-0.023214285714285708, subjectivity=0.2142857142857143)",-0.023214285714285708,0.2142857142857143,en,0,1,rcd_studio,,,ABCBullion,,
1187348536397975552,Thu Oct 24 12:42:05 +0000 2019,"<a href=""https://www.posconsole.com"" rel=""nofollow"">POSconsole</a>",The current live gold price is $2182.10. For more information visit our website #sellgold #gold #goldprice,The current live gold price 2182.10 For information visit website sellgold gold goldprice,"Sentiment(polarity=0.06818181818181818, subjectivity=0.45)",0.06818181818181818,0.45,en,0,0,logangoldbuyers,,"sellgold, gold, goldprice",,"Brisbane, Queensland",
1187348210798477312,Thu Oct 24 12:40:47 +0000 2019,"<a href=""http://www.bullionvault.com"" rel=""nofollow"">BullionVault</a>","The spot #gold price from @BullionVault has gone up through $1,495/toz to $1,495.08/toz. #goldprice chart:… https://t.co/TbgyFNvE0D","The spot gold price BullionVault gone 1,495/toz 1,495.08/toz goldprice chart … https //t.co/TbgyFNvE0D","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,GoldPriceUSD5,False,"gold, goldprice",bullionvault,,
