DateTime,news,polarity_description,polarity,subjectivity
2019-07-02,PUNCTURED TIRE: Gold Gets Smashed!,Neutral,0.0,0.0
2019-07-02,"Gold Prices Back Above $1,400 on Bargain Hunting, Safe-Haven Buying",Neutral,0.0,0.05
2019-07-02,"Gold futures settle back above $1,400 an ounce",Neutral,0.0,0.05
2019-07-02,"Gold's Target Is $1,520 - Pepperstone Group",Neutral,0.0,0.0
2019-07-02,"Like A Gymnast, Gold Sticks A 10",Neutral,0.0,0.0
2019-07-02,"Commodities Corner: Gold, palladium compete for the title â€˜most precious metalâ€™",Positive,0.5,0.75
2019-07-02,Xtra-Gold Reports Voting Results of Annual and General Meeting of Shareholders,Positive,0.05000000000000002,0.5
2019-07-02,"Gold rises 1% as global growth worries, trade tensions linger",Neutral,0.0,0.0
2019-07-02,Equinox Gold: Aurizona Mine Achieves Commercial Production,Neutral,0.0,0.0
2019-07-02,The Gold High Is Confirmed,Positive,0.28,0.77
2019-07-02,Ethos Gold Options The Ligneris Gold Project In Quebec,Neutral,0.0,0.0
2019-07-02,Providence Gold Announces Phase I Drill Program And Exploration Update,Neutral,0.0,0.0
2019-07-02,Metals Stocks: Gold prices rally after sharpest daily tumble in more than a year,Positive,0.25,0.25
2019-07-02,India's June gold imports rise 12.6% year-on-year amid global price rally - government source,Neutral,0.0,0.0
2019-07-02,JPMorgan AG : Form 8.5 (EPT/NON-RI)- Barrick Gold Corporation,Neutral,0.0,0.0
2019-07-02,JPMorgan Sec.Plc : Form 8.5 (EPT/RI)- Barrick Gold Corporation,Neutral,0.0,0.0
2019-07-02,Haiti hoping to keep memorable Gold Cup going against Mexico,Positive,0.5,1.0
2019-07-02,"Gold rises on global growth worries, U.S.-EU trade row",Neutral,0.0,0.0
2019-07-02,"Spearmint Begins Work Program on its ""Golden Triangle Gold Prospects"" bordering GT Gold Corp. in British Columbia",Positive,0.15,0.25
2019-07-02,Gold Resumes Trek Higher As Weak Economic Data Point To Stimulus,Positive,0.025000000000000005,0.44166666666666665
2019-07-02,Wishbone Gold PLC : Results of EGM,Neutral,0.0,0.0
2019-07-02,Gold-silver ratio: pass Ag,Neutral,0.0,0.0
2019-07-02,Ely Gold Closes Royalty Sale and Private Placement with Eric Sprott,Neutral,0.0,0.375
2019-07-02,"Howard Gold's No-Nonsense Investing: The trade war is over â€” and the winner is China, writes Howard Gold",Neutral,0.0,0.0
2019-07-02,CANADA STOCKS-TSX futures up on higher gold prices,Positive,0.25,0.5
2019-07-02,"Gold rises as growth, trade worries curb risk-taking",Neutral,0.0,0.0
2019-07-02,PRECIOUS-Gold gains as weak economic data hints at global slowdown,Negative,-0.05833333333333333,0.27499999999999997
2019-07-03,"Gold Prices Unchanged Holding Above $1,400 Following Weak ISM Service Sector Data",Negative,-0.125,0.27499999999999997
2019-07-03,Don't get too positive on silver just because gold's racing higher,Positive,0.23863636363636365,0.5227272727272727
2019-07-03,Graphic: Don't get too positive on silver just because gold's racing higher,Positive,0.1590909090909091,0.48181818181818176
2019-07-03,"White Metal Outlines Numerous Gold Anomalies on Little Joanna Property, Newfoundland",Negative,-0.0625,0.3333333333333333
2019-07-03,InvestmentPitch Media Video Discusses Ximen Mining's Plan to Open the Kenville Gold Mine Including Underground Drilling and Bulk Sample - Video Available on Investmentpitch.com,Positive,0.2,0.45
2019-07-03,Gold Prices Power Higher; Weak ADP Jobs Data Helps,Negative,-0.0625,0.5625
2019-07-03,Rise Gold Announces C$1.75 Million Financing,Neutral,0.0,0.0
2019-07-03,Eldorado Gold (EGO) Looks Good: Stock Adds 7.8% in Session,Positive,0.7,0.6000000000000001
2019-07-03,TDS: Gold Shines As Treasury Yields Fall Below 2%,Neutral,0.0,0.0
2019-07-03,Gold prices could reach fresh 6-year highs thanks to a slew of positive drivers,Positive,0.24242424242424243,0.4151515151515151
2019-07-03,"PRECIOUS-Gold steadies as stocks surge; growth risks, rate cut bets lend support",Neutral,0.0,0.0
2019-07-03,Gold Bug Nominated For Fed Seat,Neutral,0.0,0.0
2019-07-03,"PRECIOUS-Gold steadies as stocks surge; growth risks, bets on rate cuts lend support",Neutral,0.0,0.0
2019-07-03,"Gold Bulls Bounce Back, Suggesting More Upside",Positive,0.25,0.25
2019-07-03,"Gold steadies as stocks surge; growth risks, bets on rate cuts lend support",Neutral,0.0,0.0
2019-07-03,"The Zacks Analyst Blog Highlights: Approach Resources, Berry Petroleum, Panhandle Oil and Gas, Royal Gold and Kinross Gold",Neutral,0.0,0.0
2019-07-03,"NewsWatch: Stocks, gold and bond investors face one simple fact: synchronized rally means nothing is cheap",Positive,0.2,0.5285714285714286
2019-07-03,"Gold tallies back-to-back session gains, ends at highest since May 2013",Neutral,0.0,0.0
2019-07-03,Spanish Mountain Gold Announces Project Activities,Neutral,0.0,0.0
2019-07-03,Safe-haven assets like gold and Treasuries rise on new European tariff threats and high expectations that the Fed will cut rates,Positive,0.0987878787878788,0.3315151515151515
2019-07-03,Stakeholder Gold Corp. Closes Private Placement,Neutral,0.0,0.375
2019-07-03,"Getchell Gold Corp. Provides Alteration and Mineralization Observations of Core from the May 2019 Drill Program at the Hot Springs Peak Project, NV",Positive,0.25,0.8500000000000001
2019-07-03,"Japan's JX Nippon Mining seeks pot of gold in high-tech chips, batteries",Neutral,0.0,0.0
2019-07-03,Metals Stocks: Gold futures score highest finish in over 6 years,Neutral,0.0,0.0
2019-07-03,Barrick Gold Corp : Price Monitoring Extension,Neutral,0.0,0.0
2019-07-03,Cordoba Announces Positive Updated Mineral Resource Estimate for the San Matias Copper-Gold-Silver Project in Colombia,Positive,0.22727272727272727,0.5454545454545454
2019-07-03,Perseus signs off on $214 million package for gold development,Neutral,0.0,0.0
2019-07-03,"Gold Prices Breach $1,430 In Asian Trading On Rising Demand, Risk-Off Appetite",Neutral,0.0,0.0
2019-07-03,"Ripe For Next Bull Run: Can Gold Retrace 2013's $1,700 Peak?",Neutral,0.0,0.0
2019-07-03,"Pulisic, McKennie show plenty of promise for US in Gold Cup",Neutral,0.0,0.0
2019-07-03,Trump's Fed pick Judy Shelton is a fan of the gold standard and other unusual economic policies,Positive,0.06875,0.39375
2019-07-03,Red River plots Hillgrove gold restart with acquisition,Neutral,0.0,0.0
2019-07-03,Gold price bolstered by RBA interest rate cuts,Neutral,0.0,0.0
2019-07-03,Pacific Empire Minerals Commences Drilling at the Bulkley Copper-Gold Project and Completes Preliminary Field Work at Worldstock and NWT Projects,Neutral,0.0,0.0
2019-07-03,Conroy Gold & Natural Reso : Gold in Bedrock Intersected at Slieve Glah,Positive,0.1,0.4
2019-07-03,Highland Gold Mining : Kekura and Klen Admitted to Special Economic Zone,Positive,0.2785714285714286,0.3857142857142857
2019-07-03,Gold gains as renewed global trade worries boost safe haven sentiment,Positive,0.25,0.25
2019-07-03,"Gold hits one-week peak; global trade woes, lower U.S. yields support",Neutral,0.0,0.0
2019-07-03,Gold gains as global trade worries lift safe-haven appetite,Neutral,0.0,0.0
2019-07-03,Cora Gold appointed Mr Ed Bowie to the Board,Neutral,0.0,0.0
2019-07-03,"Gold gains on growth worries, monetary easing bets",Neutral,0.0,0.0
2019-07-03,Mexico outlasts Haiti 1-0 in Gold Cup semifinals,Neutral,0.0,0.0
2019-07-03,JP Morgan Sec LLC : Form 8.5 (EPT/NON-RI)- Barrick Gold Corporation,Negative,-0.1,0.6
2019-07-03,Gold Prices Spike Following Disappointing ADP Employment Data,Negative,-0.3,0.39999999999999997
2019-07-03,"DIOS Exploration Campaign Well Underway On K2 Gold, Copper, Silver Project In Quebec",Neutral,0.0,0.0
2019-07-03,U.S. Independence Day - Fireworks In Gold,Neutral,0.0,0.0
2019-07-03,"PNX Metals's Announces High-Grade Zinc, Gold, Silver At Iron Blow",Neutral,0.0,0.0
2019-07-03,JPMorgan AG : Form 8.5 (EPT/NON-RI) - Barrick Gold Corporation,Neutral,0.0,0.0
2019-07-03,JPMorgan Sec.Plc : Form 8.5 (EPT/RI) - Barrick Gold Corporation,Neutral,0.0,0.0
2019-07-03,Sandstorm Gold Reports Record Sales Of Gold-Equivalent Ounces,Neutral,0.0,0.0
2019-07-04,Gold Prices Could Gain Another 5% In Q3 - FXTM,Neutral,0.0,0.0
2019-07-04,"After judo gold, Jackie Groenen now wants World Cup glory",Positive,0.2,0.1
2019-07-04,Low Liquidity On U.S. Independence Day Could Trigger 'Stop Hunting' In Gold - Analysts,Neutral,0.0,0.3
2019-07-04,Argo Gold Inc. Announces Board and Management Changes and Debt Settlement,Neutral,0.0,0.0
2019-07-04,Cooking for gold: How the German team prepares for the Culinary Olympics,Neutral,0.0,0.0
2019-07-04,Should Value Investors Buy Kinross Gold (KGC) Stock?,Neutral,0.0,0.0
2019-07-04,Barrick Gold & Newmont Goldcorp Launch Nevada Gold Mines,Neutral,0.0,0.0
2019-07-04,Gold eases before U.S. jobs data and as equities gain,Neutral,0.0,0.0
2019-07-04,"Gold dips as firm equities weigh, investors await U.S. jobs data",Negative,-0.2,0.4
2019-07-04,GMV Minerals Inc. Announces Drilling Update and Confirmation of Additional near Surface Drill Targets in Close Proximity to the Mexican Hat Gold Deposit,Positive,0.05,0.2
2019-07-04,Ximen Mining to Open Kenville Gold Mine In Nelson,Neutral,0.0,0.5
2019-07-04,Lightning forces delay of Jamaica-US Gold Cup semifinal,Neutral,0.0,0.0
2019-07-04,Chalice Sell Quebec Gold Projects To Osisko For $9.18 Million,Neutral,0.0,0.0
2019-07-04,Gold Junior Facing Liquidation Due To Road Blockade,Negative,-0.125,0.375
2019-07-04,World's Largest Gold Coin On Display At NYSE For One Day Only,Neutral,0.0,1.0
2019-07-04,"Gold edges up on lower U.S. yields, rate-cut hopes",Neutral,0.0,0.0
2019-07-04,Rockfire Resources : Maiden Gold Resource for Lighthouse,Neutral,0.0,0.0
2019-07-04,Pulisic leads US to 3-1 Gold Cup semifinal win over Jamaica,Positive,0.8,0.4
2019-07-05,Gold prices plunge after jobs report shows a stronger-than-expected gain in June,Neutral,0.0,0.0
2019-07-05,Indian gold discounts at three-year peak after import duty increase,Neutral,0.0,0.0
2019-07-05,Chaarat Gold Hlgs Ld : Correction to Holdings in Company,Neutral,0.0,0.0
2019-07-05,CANADA STOCKS-TSX opens lower on falling gold price,Neutral,0.0,0.0
2019-07-05,"Commerzbank Sees $1,500/Oz Gold By End Of 2019",Neutral,0.0,0.0
2019-07-05,Gold slides 1.5% as solid U.S. jobs data trims Fed rate cut bets,Neutral,0.0,0.1
2019-07-05,"Wall St, Main St. Look For Gold Prices To Recover From Sell-Off",Positive,0.16666666666666666,0.3333333333333333
2019-07-05,InvestmentPitch Media Video Discusses GGX Gold's Planned Test of New Technology on a Newly Discovered Geophysical Anomaly at Gold Drop Property in BC - Video Available on Investmentpitch.com,Positive,0.22424242424242424,0.43636363636363634
2019-07-05,"Precious Metals Hammered After U.S. Jobs Report: Gold, Silver Down 2%; Platinum Down Nearly 4%",Positive,0.07222222222222222,0.49444444444444446
2019-07-05,"Fed's Easing Pace Questioned But Gold To Remain Around The $1,400 Level - Analysts",Neutral,0.0,0.0
2019-07-05,Futures Now: Gold feels the heat,Neutral,0.0,0.0
2019-07-05,Cooking for gold: How the German team prepares for the Culinary Olympics,Neutral,0.0,0.0
2019-07-05,Gold futures post a decline of 1% for the week,Neutral,0.0,0.0
2019-07-05,Watch this level in gold as precious metal tracks for weekly loss,Positive,0.5,1.0
2019-07-05,"Marifil Mines Ltd., Gold Property in Argentina, CEO Clip Video",Neutral,0.0,0.0
2019-07-05,Eric Sprott Makes $25 Million Investment In Continental Gold,Neutral,0.0,0.0
2019-07-05,"Gold sinks on strong jobs report, but chart points to more gains",Positive,0.27777777777777773,0.41111111111111115
2019-07-05,"Gold Prices Sell Off, Back Below $1,400, On Stronger US Jobs Data",Neutral,0.0,0.0
2019-07-05,Gold slides 2% as solid U.S. jobs data trims Fed rate cut bets,Neutral,0.0,0.1
2019-07-05,"India hikes gold import duty, industry fears smuggling surge",Neutral,0.0,0.0
2019-07-05,Acacia lifts gold reserves at flagship North Mara mine 13%,Neutral,0.0,0.0
2019-07-05,CANADA STOCKS-TSX heads lower as gold dip hits materials stocks,Neutral,0.0,0.0
2019-07-05,Fin24.com | Markets LIVE: Gold heads for the longest stretch of gains in 8 years,Positive,0.13636363636363635,0.5
2019-07-05,"PRECIOUS-Gold prices edge up ahead of U.S. jobs data, set for 7th weekly gain",Neutral,0.0,0.0
2019-07-05,"Gold prices edge up ahead of U.S. jobs data, set for seventh weekly gain",Neutral,0.0,0.0
2019-07-05,"Gold nudges up ahead of U.S. payrolls, on track for 7th weekly gain",Neutral,0.0,0.0
2019-07-05,"Spearmint Begins Work Program on its ""NEBA"" Gold-Copper Prospect Bordering Aben Resources Ltd. in the Golden Triangle of British Columbia",Positive,0.15,0.25
2019-07-05,"Gold nudges higher ahead of U.S. payrolls, headed for seventh weekly gain",Positive,0.25,0.5
2019-07-05,Acacia Mining reports 13% rise in gold reserves for Tanzania mine,Neutral,0.0,0.0
2019-07-05,"Gold prices steady ahead of U.S. payrolls, on track for seventh weekly gain",Positive,0.16666666666666666,0.5
2019-07-05,"India raises import duties on gold, other precious metals",Positive,0.1875,0.6875
2019-07-05,Beacon on track for gold production at Jaurdi,Neutral,0.0,0.0
2019-07-05,Gold slips as dollar strengthens before U.S. jobs report,Neutral,0.0,0.0
2019-07-05,Pacific Empire Minerals Announces Drilling at Bulkley Copper-Gold Project,Neutral,0.0,0.0
2019-07-05,Kalamazoo bolsters Victorian gold assets,Neutral,0.0,0.0
2019-07-05,"Metals Stocks: Gold prices drop, log a loss of 1% for the week",Neutral,0.0,0.0
2019-07-05,Gold Bullion Secs : Issue of Gold Bullion Securities Limited,Negative,-0.07142857142857142,0.14285714285714285
2019-07-05,Gold Prices Make Double Top,Positive,0.25,0.25
2019-07-05,Gold Plunges As U.S. Economy Creates 224K Jobs In June,Neutral,0.0,0.0
2019-07-05,Gold Futures Under Pressure After Stronger-Than-Forecast Jobs Number,Neutral,0.0,0.0
2019-07-05,JP Morgan Sec LLC : Form 8.5 (EPT/NON-RI) - Barrick Gold Corporation,Negative,-0.1,0.6
2019-07-05,LaSalle's Nedoss: Gold Prices Could Dip Further To 20-Day Average,Negative,-0.075,0.44999999999999996
2019-07-06,Bitcoin Still in Bull Market Territory as Gold Plummets; Will Growing Economic Stability Slow BTC?,Negative,-0.05000000000000002,0.3
2019-07-06,"US men also seek soccer title, face Mexico for Gold Cup",Neutral,0.0,0.0
2019-07-07,Why Shares of Alamos Gold Have Jumped 68% So Far in 2019,Positive,0.1,1.0
2019-07-07,Why Shares of Kirkland Lake Gold Have Jumped 65% So Far in 2019,Positive,0.1,1.0
2019-07-08,Mitsubishi: Gold Market To Scrutinize Powell Testimony This Week,Neutral,0.0,0.0
2019-07-08,Desert Gold Provides Exploration Update on Senegal Mali Shear Zone Project,Neutral,0.0,0.0
2019-07-08,Gold Could See All-Time Highs By Yearâ€™s End According To This Strategist,Neutral,0.0,0.0
2019-07-08,"The Zacks Analyst Blog Highlights: Atlantic Power, Middlesex, Howard Hughes, Kinross and Royal Gold",Neutral,0.0,0.0
2019-07-08,Royal Bank of Canada : Form 8.5 (EPT/NON-RI) Barrick Gold Corp.,Neutral,0.0,0.0
2019-07-08,"Royal Gold, Mosaic, Tesla, Ford and PACCAR highlighted as Zacks Bull and Bear of the Day",Neutral,0.0,0.0
2019-07-08,Old But Gold: 3 Centenarian Stocks That Are Looking Toward the Future,Positive,0.19999999999999998,0.44166666666666665
2019-07-08,Gold edges lower as aggressive rate cut views fizzle,Neutral,0.0,0.0
2019-07-08,Why Gold Fields Stock Skyrocketed by Over 50% in the First Half of 2019,Positive,0.04166666666666667,0.25
2019-07-08,Gold Market Chops In Lazy Summertime Trading,Negative,-0.25,1.0
2019-07-08,"Degussa To Gold Investors: Don't Worry, Interest Rates Are Still Going Down",Negative,-0.15555555555555559,0.2888888888888889
2019-07-08,Central Banks On A Prowl For Gold: Demand Up 73% Compared To 2018 â€” WGC,Neutral,0.0,0.25
2019-07-08,"Atico Mining Corporation; Toac : Atico Mining Corporation to Acquire Toachi Mining Inc. to Create a Leading Latin American Copper-Gold Operator, Developer and Explorer",Neutral,0.0,0.0
2019-07-08,Gold edges lower as dollar firms near three-week peak,Positive,0.1,0.4
2019-07-08,Will New Gold Continue to Surge Higher?,Positive,0.19318181818181818,0.4772727272727273
2019-07-08,"Gold gains as Fed rate cut bets hold, growth concerns linger",Neutral,0.0,0.0
2019-07-08,"Metals Stocks: Gold holds at $1,400 with Powellâ€™s testimony expected to provide a catalyst for the next big move",Negative,-0.03333333333333333,0.16666666666666666
2019-07-08,US lineup unchanged for Gold Cup final vs Mexico,Neutral,0.0,1.0
2019-07-08,Gold Slips Below Unchanged As U.S. Dollar Firms,Neutral,0.0,0.0
2019-07-08,Condor Gold PLC : Condor Gold Raises Â£4.04 Million,Neutral,0.0,0.0
2019-07-08,Pure Gold Mining Inc : Pure Gold Files Amended Technical Report,Positive,0.14285714285714285,0.3666666666666667
2019-07-08,Chaarat Gold Hlgs Ld : Grant of Waiver,Neutral,0.0,0.0
2019-07-08,Acacia posts Q2 gold output rebound as Barrickâ€™s July 9 takeover deadline looms,Neutral,0.0,0.0
2019-07-08,"US men fail to follow women, lose Gold Cup final to Mexico",Negative,-0.25,0.6499999999999999
2019-07-08,Jimmy Shane wins Gold Cup in U-6 Miss HomeStreet,Positive,0.3,0.2
2019-07-08,Barrick thought to be preparing $500m sale of Massawa gold project stake,Neutral,0.0,0.0
2019-07-08,"Gold rises as focus returns to growth concerns, Fed rate cut",Neutral,0.0,0.0
2019-07-08,Spearmint Resources Begins Work Program on NEBA Gold-Copper Prospect,Neutral,0.0,0.0
2019-07-08,PBOC Adds Another 10.3 Tonnes To Gold Holdings,Neutral,0.0,0.0
2019-07-08,Gold Prices Up; Charts Still Bullish,Neutral,0.0,0.0
2019-07-08,Eldorado Gold stock price target raised to $7 from $6 at J.P. Morgan,Neutral,0.0,0.0
2019-07-08,Greatland Gold PLC : Update on Exploration Campaign at Panorama Project,Neutral,0.0,0.0
2019-07-09,CANADA STOCKS-TSX futures lower as gold prices ease,Neutral,0.0,0.0
2019-07-09,"Metals Stocks: Gold settles above $1,400 as investors await interest-rate hints from Fed Chair Powell",Neutral,0.0,0.1
2019-07-09,Gold Prices Pull Back Amid Resurgent Greenback,Neutral,0.0,0.0
2019-07-09,Alamos Gold (AGI) is an Incredible Growth Stock: 3 Reasons Why,Positive,0.7,0.95
2019-07-09,Global Gold ETF Holdings Skyrocket By 127 Tonnes In June,Neutral,0.0,0.0
2019-07-09,"UBS Sees Gold At $1,450 By End Of 2019",Neutral,0.0,0.0
2019-07-09,Advance Gold Closes Private Placement,Neutral,0.0,0.375
2019-07-09,Gold dips to one-week low on strong dollar; focus on Fed,Positive,0.21666666666666665,0.5166666666666666
2019-07-09,"LBMA, CME See Unprecedented Record Trading Volume In Gold Market In June",Positive,0.6,0.9
2019-07-09,CME to Launch Shanghai-Settled Gold Future Contracts in Q4,Neutral,0.0,0.125
2019-07-09,"Gold Languishing, Awaiting New Fundamentals",Positive,0.13636363636363635,0.45454545454545453
